total_ha,dentro_uc_ha,fora_uc_ha,pct_dentro_uc,ate_5km_ha,acima_5km_ha,pct_ate_5km
1069445.042099604,147562.57966780468,921882.4624317992,13.798051686517734,128315.39815368097,941129.6439459301,11.998316239024586
(1 row)
